PolicyID,CustomerID,ProductLine,Region,Channel,PolicyStartDate,PolicyEndDate,Exposure,Premium,ClaimCount,ClaimAmount,Age,VehicleAge
POL-102162,CUST-51941,Motor,Central,Broker,2022-10-22,2023-08-14,0.678,433.19,0,0.0,74.0,6
POL-102163,CUST-51045,Motor,West,Agent,2023-10-29,2024-09-20,0.849,633.79,0,0.0,57.0,5
POL-102164,CUST-52998,Commercial,East,Direct,2023-11-28,2024-09-19,0.949,1661.77,0,0.0,58.0,19
POL-102165,CUST-51321,Commercial,South,Agent,2023-11-06,2024-07-17,0.563,1002.74,0,0.0,29.0,13
POL-102166,CUST-50822,Motor,South,Broker,2022-08-19,2023-06-04,0.788,885.7,0,0.0,54.0,4
POL-102167,CUST-51366,Motor,Central,Broker,2023-09-08,2024-07-18,0.398,406.23,0,0.0,58.0,12
POL-102168,CUST-52824,Commercial,South,Broker,2023-11-15,2024-07-26,0.651,1106.61,0,0.0,24.0,14
POL-102169,CUST-52828,Motor,West,Agent,2023-12-16,2024-11-30,0.266,307.85,0,0.0,35.0,10
POL-102170,CUST-51066,Home,North,Direct,2022-01-16,2022-12-29,0.628,419.02,0,0.0,68.0,18
POL-102171,CUST-52654,Commercial,South,Online,2023-06-28,2024-05-21,0.659,1106.26,1,3795.54,74.0,19
POL-102172,CUST-50917,Motor,Central,Direct,2023-12-29,2024-12-27,0.802,891.42,0,0.0,27.0,8
POL-102173,CUST-50583,Motor,East,Online,2023-07-13,2024-03-21,0.737,773.41,0,0.0,59.0,9
POL-102174,CUST-50664,Motor,Central,Agent,2022-06-20,2023-01-07,0.519,546.56,0,0.0,46.0,4
POL-102175,CUST-50835,Motor,South,Agent,2023-07-11,2024-04-06,0.254,232.25,0,0.0,51.0,15
POL-102176,CUST-50878,Home,West,Agent,2022-03-18,2023-01-30,0.337,223.46,0,0.0,47.0,18
POL-102177,CUST-50898,Commercial,Central,Direct,2022-12-17,2023-11-06,0.98,1639.97,0,0.0,67.0,13
POL-102178,CUST-51149,Commercial,Central,Agent,2023-04-03,2023-12-11,0.942,1625.94,0,0.0,43.0,4
POL-102179,CUST-50034,Motor,East,Online,2022-11-30,2023-07-22,0.494,454.45,0,0.0,51.0,10
POL-102180,CUST-51132,Commercial,West,Broker,2023-05-26,2024-02-12,0.444,534.24,0,0.0,56.0,15
POL-102181,CUST-51591,Motor,Central,Online,2022-06-25,2023-05-20,0.577,428.6,0,0.0,49.0,0
POL-102182,CUST-51202,Commercial,Central,Broker,2023-03-19,2023-09-26,0.767,1162.37,0,0.0,68.0,11
POL-102183,CUST-51448,Motor,Central,Direct,2023-04-16,2023-12-13,0.518,371.1,0,0.0,31.0,13
POL-102184,CUST-50675,Home,North,Broker,2023-04-08,2023-11-16,0.3,185.34,0,0.0,72.0,10
POL-102185,CUST-50373,Home,East,Broker,2022-07-31,2023-06-25,0.552,274.82,0,0.0,56.0,12
POL-102186,CUST-52700,Motor,West,Direct,2022-08-11,2023-05-05,0.445,303.49,0,0.0,72.0,17
POL-102187,CUST-52970,Liability,West,Agent,2022-07-08,2023-01-20,0.494,624.64,0,0.0,39.0,2
POL-102188,CUST-51223,Motor,North,Online,2022-12-04,2023-07-20,0.372,341.36,0,0.0,45.0,11
POL-102189,CUST-52283,Motor,East,Direct,2023-03-04,2023-09-08,0.744,788.16,0,0.0,20.0,15
POL-102190,CUST-50421,Home,North,Direct,2022-09-22,2023-06-17,0.645,283.16,0,0.0,70.0,16
POL-102191,CUST-50549,Home,North,Agent,2022-10-27,2023-10-27,0.453,252.76,0,0.0,64.0,9
POL-102192,CUST-51559,Motor,North,Agent,2022-07-29,2023-05-10,0.665,402.67,0,0.0,34.0,19
POL-102193,CUST-52115,Motor,Central,Agent,2022-06-09,2023-05-16,0.62,370.15,0,0.0,20.0,6
POL-102194,CUST-52104,Motor,South,Direct,2023-04-25,2024-03-08,0.847,520.1,0,0.0,57.0,8
POL-102195,CUST-51021,Commercial,East,Agent,2023-08-19,2024-07-28,0.967,1493.38,0,0.0,56.0,16
POL-102196,CUST-52629,Home,South,Online,2022-08-01,2023-03-26,0.348,164.75,0,0.0,48.0,8
POL-102197,CUST-51898,Motor,Central,Online,2023-09-21,2024-09-11,0.913,976.94,0,0.0,26.0,6
POL-102198,CUST-50950,Motor,Central,Agent,2023-02-21,2023-10-03,0.779,702.76,0,0.0,70.0,11
POL-102199,CUST-51411,Liability,West,Direct,2022-05-03,2023-01-19,0.769,656.97,0,0.0,42.0,12
POL-102200,CUST-50894,Commercial,Central,Agent,2022-09-25,2023-07-28,0.531,990.97,0,0.0,59.0,19
POL-102201,CUST-50416,Motor,North,Agent,2022-01-06,2022-08-27,0.508,456.3,0,0.0,66.0,12
POL-102202,CUST-50017,Home,Central,Agent,2022-01-29,2022-09-15,0.254,148.91,0,0.0,49.0,3
POL-102203,CUST-51380,Motor,East,Online,2022-09-03,2023-03-26,0.987,920.8,0,0.0,23.0,1
POL-102204,CUST-50018,Motor,East,Online,2022-11-28,2023-05-27,0.705,701.62,1,2217.76,68.0,19
POL-102205,CUST-52885,Commercial,North,Agent,2023-08-06,2024-05-05,0.552,873.37,0,0.0,56.0,8
POL-102206,CUST-52632,Commercial,Central,Agent,2022-04-09,2023-04-07,0.658,1290.85,0,0.0,68.0,4
POL-102207,CUST-52244,Motor,North,Broker,2023-09-05,2024-04-12,0.28,225.57,0,0.0,52.0,4
POL-102208,CUST-52250,Commercial,Central,Broker,2022-06-21,2023-03-09,0.38,543.82,0,0.0,69.0,2
POL-102209,CUST-51879,Commercial,West,Agent,2022-04-11,2023-03-31,0.718,1354.68,0,0.0,67.0,3
POL-102210,CUST-52197,Commercial,West,Online,2023-05-26,2024-04-13,0.636,1057.06,0,0.0,30.0,15
POL-102211,CUST-52530,Commercial,North,Online,2023-07-20,2024-01-16,0.84,1676.44,0,0.0,27.0,13
POL-102212,CUST-51537,Home,West,Broker,2023-03-18,2023-12-16,0.744,578.68,0,0.0,27.0,11
POL-102213,CUST-52486,Liability,Central,Online,2022-03-26,2022-10-18,0.701,727.55,0,0.0,63.0,0
POL-102214,CUST-50712,Motor,South,Direct,2022-03-26,2022-11-06,0.861,837.46,0,0.0,31.0,13
POL-102215,CUST-52664,Home,East,Broker,2022-10-12,2023-05-25,0.301,183.68,0,0.0,43.0,19
POL-102216,CUST-52119,Motor,North,Online,2022-11-25,2023-09-14,0.768,515.29,0,0.0,62.0,18
POL-102217,CUST-50326,Commercial,East,Broker,2023-12-30,2024-08-03,0.787,1124.01,0,0.0,42.0,7
POL-102218,CUST-50545,Motor,West,Broker,2022-07-29,2023-03-12,0.456,347.69,0,0.0,21.0,12
POL-102219,CUST-50388,Motor,South,Agent,2022-05-21,2022-12-28,0.397,396.39,1,4808.92,38.0,5
POL-102220,CUST-50727,Commercial,West,Direct,2023-11-22,2024-07-25,0.41,694.64,0,0.0,23.0,17
POL-102221,CUST-52396,Motor,North,Agent,2022-04-23,2023-02-19,0.399,459.94,0,0.0,39.0,18
POL-102222,CUST-52479,Motor,West,Agent,2022-01-20,2022-10-01,0.643,412.98,0,0.0,59.0,4
POL-102223,CUST-52986,Motor,East,Broker,2022-11-05,2023-07-03,0.352,307.37,0,0.0,47.0,9
POL-102224,CUST-50386,Commercial,South,Broker,2022-10-20,2023-07-23,0.744,1056.2,0,0.0,56.0,4
POL-102225,CUST-51687,Motor,South,Agent,2023-03-29,2024-01-17,0.329,299.0,0,0.0,24.0,12
POL-102226,CUST-52464,Motor,South,Agent,2023-10-03,2024-04-02,0.27,179.86,0,0.0,60.0,5
POL-102227,CUST-52892,Home,West,Online,2023-11-13,2024-10-23,0.489,316.52,0,0.0,42.0,13
POL-102228,CUST-50294,Liability,West,Broker,2022-07-31,2023-07-16,0.394,447.86,0,0.0,34.0,19
POL-102229,CUST-51988,Commercial,East,Broker,2023-12-17,2024-10-04,0.991,1321.49,0,0.0,55.0,17
POL-102230,CUST-50239,Motor,North,Online,2023-04-07,2024-01-18,0.477,468.42,0,0.0,25.0,3
POL-102231,CUST-50255,Commercial,South,Online,2022-02-20,2022-12-26,0.417,535.7,0,0.0,46.0,2
POL-102232,CUST-52504,Commercial,Central,Agent,2023-11-17,2024-08-05,0.398,553.16,0,0.0,42.0,16
POL-102233,CUST-52778,Commercial,East,Broker,2022-04-11,2022-12-14,0.53,1026.03,0,0.0,27.0,1
POL-102234,CUST-50556,Home,East,Agent,2023-03-06,2023-11-06,0.704,313.19,0,0.0,72.0,8
POL-102235,CUST-52517,Motor,South,Broker,2023-08-01,2024-02-26,0.836,633.13,0,0.0,38.0,19
POL-102236,CUST-52734,Commercial,Central,Direct,2022-07-02,2023-06-03,0.523,1027.57,0,0.0,20.0,8
POL-102237,CUST-51607,Home,South,Agent,2022-07-17,2023-03-13,0.719,357.93,0,0.0,43.0,0
POL-102238,CUST-50514,Motor,West,Broker,2022-12-14,2023-08-03,0.612,508.85,0,0.0,73.0,19
POL-102239,CUST-52231,Motor,West,Agent,2023-10-08,2024-10-01,0.885,765.69,0,0.0,56.0,14
POL-102240,CUST-51645,Motor,South,Broker,2022-06-13,2023-03-14,0.677,665.71,0,0.0,54.0,6
POL-102241,CUST-51054,Home,North,Agent,2023-04-30,2024-02-19,0.467,326.67,0,0.0,69.0,12
POL-102242,CUST-52595,Motor,South,Online,2022-11-27,2023-07-10,0.778,753.04,0,0.0,22.0,12
POL-102243,CUST-51847,Home,South,Broker,2022-03-23,2022-11-09,0.865,728.45,0,0.0,49.0,11
POL-102244,CUST-50792,Commercial,West,Agent,2023-06-03,2024-04-13,0.599,846.79,0,0.0,36.0,19
POL-102245,CUST-51239,Motor,East,Direct,2023-08-31,2024-05-20,0.99,877.57,0,0.0,56.0,15
POL-102246,CUST-50927,Motor,East,Agent,2023-02-25,2023-09-20,0.909,1062.23,0,0.0,66.0,5
POL-102247,CUST-51581,Motor,East,Broker,2022-05-09,2023-04-09,0.398,267.16,0,0.0,22.0,19
POL-102248,CUST-50813,Motor,Central,Broker,2022-04-24,2023-01-03,0.84,973.72,0,0.0,27.0,19
POL-102249,CUST-51909,Commercial,Central,Agent,2022-11-06,2023-09-06,0.701,1386.23,0,0.0,72.0,0
POL-102250,CUST-51344,Home,North,Agent,2023-01-05,2023-09-05,0.651,551.92,0,0.0,46.0,5
POL-102251,CUST-50161,Commercial,Central,Agent,2023-02-08,2023-11-19,0.635,687.73,0,0.0,35.0,12
POL-102252,CUST-50016,Liability,South,Direct,2022-06-27,2023-05-17,0.89,963.17,0,0.0,26.0,17
POL-102253,CUST-50288,Motor,West,Direct,2023-01-01,2023-12-11,0.708,774.35,0,0.0,38.0,14
POL-102254,CUST-50481,Home,Central,Agent,2022-08-04,2023-03-10,0.653,372.31,0,0.0,18.0,11
POL-102255,CUST-50247,Home,East,Agent,2023-05-16,2024-03-16,0.287,198.12,0,0.0,30.0,6
POL-102256,CUST-51984,Home,West,Online,2023-08-05,2024-07-20,0.586,319.54,0,0.0,28.0,1
POL-102257,CUST-51784,Motor,East,Agent,2023-04-22,2024-02-15,0.931,625.74,0,0.0,22.0,17
POL-102258,CUST-50062,Motor,North,Agent,2022-01-01,2022-07-26,0.784,864.04,0,0.0,73.0,10
POL-102259,CUST-51238,Home,North,Direct,2023-12-26,2024-07-28,0.288,247.64,0,0.0,63.0,9
POL-102260,CUST-50881,Home,South,Agent,2022-01-18,2022-08-23,0.913,423.88,0,0.0,71.0,19
POL-102261,CUST-51500,Motor,Central,Online,2023-12-31,2024-07-17,0.87,580.45,0,0.0,31.0,3
POL-102262,CUST-51755,Motor,South,Agent,2022-01-24,2022-12-10,0.66,623.85,0,0.0,34.0,5
POL-102263,CUST-51500,Home,East,Online,2023-01-13,2024-01-07,0.267,125.88,0,0.0,34.0,17
POL-102264,CUST-51196,Commercial,East,Broker,2022-03-19,2022-12-20,0.672,1112.59,0,0.0,49.0,5
POL-102265,CUST-50121,Home,South,Agent,2022-03-11,2022-12-27,0.291,217.16,0,0.0,28.0,18
POL-102266,CUST-52377,Motor,East,Broker,2023-05-14,2024-04-01,0.49,412.44,0,0.0,31.0,17
POL-102267,CUST-52388,Motor,West,Online,2023-06-16,2024-02-28,0.722,754.46,0,0.0,73.0,1
POL-102268,CUST-52578,Commercial,Central,Broker,2022-03-28,2022-12-20,0.935,1056.86,0,0.0,38.0,9
POL-102269,CUST-52102,Commercial,West,Agent,2023-12-14,2024-09-28,0.518,684.15,0,0.0,62.0,15
POL-102270,CUST-50982,Motor,Central,Online,2022-08-22,2023-04-15,0.895,962.61,0,0.0,31.0,9
POL-102271,CUST-52063,Home,East,Agent,2022-08-21,2023-02-28,0.939,443.53,0,0.0,71.0,4
POL-102272,CUST-52704,Motor,West,Agent,2022-08-05,2023-05-17,0.266,203.39,0,0.0,57.0,0
POL-102273,CUST-50102,Home,North,Agent,2022-12-03,2023-10-31,0.43,302.54,0,0.0,67.0,0
POL-102274,CUST-51521,Motor,North,Online,2022-05-10,2022-11-19,0.782,580.4,0,0.0,47.0,3
POL-102275,CUST-51955,Home,Central,Agent,2022-11-07,2023-06-15,0.818,525.73,0,0.0,69.0,5
POL-102276,CUST-52955,Liability,West,Agent,2022-06-03,2023-01-17,0.544,685.61,0,0.0,38.0,6
POL-102277,CUST-51501,Motor,North,Online,2022-02-07,2023-01-02,0.743,561.3,0,0.0,45.0,17
POL-102278,CUST-52638,Motor,East,Direct,2022-09-27,2023-06-27,0.709,605.72,0,0.0,21.0,10
POL-102279,CUST-52281,Motor,Central,Agent,2023-05-06,2024-02-09,0.805,487.72,0,0.0,27.0,2
POL-102280,CUST-52369,Motor,North,Broker,2023-07-12,2024-05-07,0.789,802.0,0,0.0,61.0,1
POL-102281,CUST-50290,Liability,East,Agent,2022-09-15,2023-05-04,0.314,291.89,0,0.0,36.0,2
POL-102282,CUST-51512,Liability,Central,Broker,2022-08-25,2023-07-03,0.369,470.84,0,0.0,23.0,6
POL-102283,CUST-52240,Motor,Central,Agent,2023-07-29,2024-01-30,0.35,226.69,0,0.0,34.0,14
POL-102284,CUST-50374,Liability,South,Direct,2023-05-13,2023-11-30,0.949,1160.26,0,0.0,38.0,0
POL-102285,CUST-52885,Motor,Central,Direct,2023-08-31,2024-07-27,0.935,1009.06,0,0.0,58.0,8
POL-102286,CUST-52052,Home,West,Agent,2023-10-24,2024-08-21,0.848,653.65,0,0.0,23.0,8
POL-102287,CUST-52552,Home,East,Agent,2023-08-23,2024-03-22,0.338,254.42,0,0.0,19.0,2
POL-102288,CUST-51898,Motor,West,Broker,2023-11-15,2024-08-02,0.681,501.55,0,0.0,59.0,1
POL-102289,CUST-52682,Home,Central,Direct,2022-11-01,2023-05-09,0.39,239.8,0,0.0,26.0,4
POL-102290,CUST-52700,Home,South,Direct,2022-10-16,2023-08-16,0.526,316.39,0,0.0,41.0,3
POL-102291,CUST-50227,Motor,North,Direct,2022-08-23,2023-07-09,0.45,332.29,0,0.0,56.0,15
POL-102292,CUST-52811,Liability,West,Online,2022-06-21,2023-02-07,0.872,892.32,0,0.0,47.0,18
POL-102293,CUST-51588,Motor,North,Online,2023-07-01,2024-03-02,0.358,361.59,0,0.0,25.0,12
POL-102294,CUST-51466,Motor,West,Online,2023-06-06,2024-01-16,0.735,646.68,0,0.0,59.0,15
POL-102295,CUST-50739,Liability,South,Direct,2023-08-09,2024-04-17,0.988,1338.23,0,0.0,20.0,15
POL-102296,CUST-51212,Motor,West,Agent,2022-05-03,2022-12-19,0.765,777.78,0,0.0,31.0,17
POL-102297,CUST-51634,Motor,West,Direct,2022-12-25,2023-08-07,0.309,265.25,0,0.0,24.0,1
POL-102298,CUST-51598,Motor,North,Agent,2022-06-12,2023-02-27,0.931,777.72,0,0.0,47.0,19
POL-102299,CUST-52119,Motor,North,Agent,2023-10-14,2024-09-17,0.732,689.72,1,2949.2,57.0,9
POL-102300,CUST-52037,Motor,West,Agent,2022-07-15,2023-06-01,0.592,504.32,0,0.0,55.0,10
POL-102301,CUST-52240,Motor,East,Broker,2022-04-16,2022-12-07,0.745,541.65,0,0.0,25.0,15
POL-102302,CUST-51735,Home,North,Direct,2023-02-21,2024-02-11,0.909,600.06,0,0.0,37.0,9
POL-102303,CUST-52974,Home,Central,Broker,2023-10-04,2024-05-10,0.608,441.38,0,0.0,26.0,5
POL-102304,CUST-52635,Commercial,South,Agent,2023-10-31,2024-10-14,0.648,893.48,0,0.0,37.0,0
POL-102305,CUST-52872,Liability,Central,Online,2022-03-12,2022-11-04,0.589,518.53,0,0.0,31.0,3
POL-102306,CUST-52172,Motor,North,Broker,2022-08-26,2023-06-02,0.304,220.2,0,0.0,60.0,1
POL-102307,CUST-50741,Liability,South,Agent,2022-04-23,2022-11-26,0.84,785.31,0,0.0,60.0,7
POL-102308,CUST-52893,Commercial,East,Agent,2022-08-13,2023-06-30,0.345,435.75,0,0.0,64.0,15
POL-102309,CUST-52746,Liability,East,Agent,2023-01-25,2023-09-21,0.546,660.38,0,0.0,29.0,6
POL-102310,CUST-50890,Commercial,West,Online,2022-07-24,2023-07-01,0.54,898.18,0,0.0,18.0,11
POL-102311,CUST-52652,Motor,North,Agent,2022-02-19,2022-09-02,0.46,352.23,0,0.0,20.0,3
POL-102312,CUST-51566,Motor,South,Online,2023-01-08,2023-10-08,0.552,654.2,0,0.0,66.0,11
POL-102313,CUST-52170,Liability,South,Agent,2022-02-08,2022-09-05,0.714,806.06,0,0.0,69.0,19
POL-102314,CUST-51026,Home,East,Direct,2022-06-15,2023-05-26,0.484,239.98,0,0.0,30.0,6
POL-102315,CUST-50772,Commercial,Central,Agent,2022-01-01,2022-09-15,0.379,703.72,0,0.0,67.0,9
POL-102316,CUST-51206,Commercial,East,Broker,2022-03-05,2023-01-04,0.902,1605.57,0,0.0,48.0,19
POL-102317,CUST-50564,Motor,Central,Broker,2022-11-15,2023-10-24,0.978,872.88,0,0.0,28.0,12
POL-102318,CUST-50423,Motor,South,Agent,2023-09-14,2024-06-19,0.594,435.94,0,0.0,35.0,7
POL-102319,CUST-51306,Liability,South,Online,2023-07-20,2024-01-26,0.495,614.92,0,0.0,33.0,2
POL-102320,CUST-52843,Motor,North,Direct,2022-03-14,2022-10-21,0.286,191.36,0,0.0,61.0,18
POL-102321,CUST-50117,Commercial,South,Agent,2022-01-26,2022-09-02,0.278,400.13,0,0.0,28.0,12
POL-102322,CUST-50981,Liability,South,Direct,2022-09-04,2023-08-20,0.545,679.44,0,0.0,28.0,1
POL-102323,CUST-50851,Motor,South,Agent,2023-04-22,2024-04-04,0.948,1016.12,1,6801.33,59.0,11
POL-102324,CUST-50623,Motor,West,Online,2023-06-30,2024-03-24,0.798,773.89,0,0.0,35.0,19
POL-102325,CUST-50220,Home,East,Broker,2023-08-24,2024-08-03,0.512,223.93,0,0.0,32.0,18
POL-102326,CUST-50527,Commercial,West,Agent,2022-09-07,2023-04-20,0.976,1320.64,0,0.0,64.0,3
POL-102327,CUST-51573,Home,North,Agent,2022-05-03,2023-03-05,0.572,460.05,0,0.0,71.0,8
POL-102328,CUST-51280,Motor,Central,Agent,2022-01-20,2022-09-29,0.458,469.09,0,0.0,49.0,19
POL-102329,CUST-51849,Motor,North,Online,2022-04-18,2022-11-28,0.57,614.06,0,0.0,65.0,15
POL-102330,CUST-52568,Motor,North,Agent,2022-02-17,2022-10-01,0.409,258.68,0,0.0,65.0,11
POL-102331,CUST-50333,Motor,East,Agent,2023-09-21,2024-06-05,0.914,1055.45,1,3324.74,51.0,6
POL-102332,CUST-50990,Motor,West,Online,2022-07-15,2023-03-15,0.521,381.0,0,0.0,65.0,15
POL-102333,CUST-52621,Commercial,South,Agent,2023-08-24,2024-03-30,0.743,1004.74,0,0.0,18.0,11
POL-102334,CUST-50707,Motor,North,Agent,2023-02-08,2023-10-08,0.542,593.57,0,0.0,20.0,10
POL-102335,CUST-50290,Commercial,Central,Direct,2023-01-29,2023-08-20,0.926,1321.69,0,0.0,68.0,18
POL-102336,CUST-50718,Liability,Central,Agent,2022-11-28,2023-11-23,0.732,825.07,0,0.0,26.0,7
POL-102337,CUST-51188,Home,West,Online,2023-08-22,2024-04-28,0.616,415.02,0,0.0,59.0,12
POL-102338,CUST-50767,Home,South,Broker,2022-02-01,2022-08-19,0.349,282.65,0,0.0,41.0,0
POL-102339,CUST-51502,Motor,East,Agent,2022-03-09,2022-12-21,0.926,636.99,0,0.0,62.0,14
POL-102340,CUST-50612,Home,West,Broker,2022-11-06,2023-10-16,0.66,,0,0.0,55.0,10
POL-102341,CUST-51746,Motor,East,Agent,2022-10-15,2023-06-18,0.464,450.66,0,0.0,22.0,17
POL-102342,CUST-52596,Motor,North,Broker,2023-02-03,2024-01-06,0.908,996.59,1,3128.9,37.0,6
POL-102343,CUST-50957,Home,Central,Broker,2023-06-23,2024-04-11,0.291,242.88,0,0.0,58.0,18
POL-102344,CUST-51627,Motor,Central,Direct,2023-03-05,2024-01-16,0.486,404.82,0,0.0,70.0,11
POL-102345,CUST-52139,Motor,North,Broker,2022-07-07,2023-02-27,0.653,674.05,0,0.0,63.0,4
POL-102346,CUST-50199,Home,West,Direct,2022-08-27,2023-03-01,0.505,304.82,0,0.0,68.0,3
POL-102347,CUST-51024,Home,Central,Agent,2023-07-04,2024-03-04,0.608,348.01,0,0.0,72.0,3
POL-102348,CUST-51902,Motor,East,Online,2022-05-28,2023-05-14,0.448,273.01,1,6185.75,68.0,6
POL-102349,CUST-50758,Motor,North,Agent,2023-01-04,2023-11-27,0.348,258.85,0,0.0,51.0,11
POL-102350,CUST-51235,Motor,West,Online,2023-01-29,2023-12-20,0.278,193.56,0,0.0,37.0,17
POL-102351,CUST-51359,Home,Central,Broker,2023-07-02,2024-06-09,0.368,202.61,0,0.0,46.0,19
POL-102352,CUST-52809,Home,South,Agent,2023-06-06,2024-02-10,0.965,539.73,0,0.0,63.0,13
POL-102353,CUST-50340,Motor,North,Broker,2022-12-06,2023-08-02,0.682,754.33,0,0.0,42.0,9
POL-102354,CUST-51902,Home,South,Online,2022-08-14,2023-08-01,0.617,322.24,0,0.0,65.0,12
POL-102355,CUST-52898,Liability,Central,Online,2022-09-26,2023-07-09,0.538,671.44,0,0.0,57.0,6
POL-102356,CUST-52716,Home,East,Direct,2022-10-28,2023-06-20,0.781,630.23,0,0.0,29.0,4
POL-102357,CUST-51650,Home,North,Broker,2022-06-10,2023-01-27,0.356,226.16,0,0.0,70.0,10
POL-102358,CUST-51164,Home,East,Broker,2023-04-02,2024-03-10,0.457,342.04,0,0.0,66.0,16
POL-102359,CUST-50432,Commercial,Central,Agent,2022-06-02,2022-12-08,0.742,993.08,0,0.0,52.0,1
POL-102360,CUST-50785,Liability,North,Direct,2023-04-19,2023-10-27,0.609,425.2,0,0.0,29.0,2
POL-102361,CUST-52388,Motor,East,Agent,2023-07-03,2024-05-15,0.828,842.28,0,0.0,30.0,3
POL-102362,CUST-50080,Motor,South,Online,2023-12-04,2024-06-01,0.923,882.22,0,0.0,65.0,4
POL-102363,CUST-52161,Motor,North,Direct,2022-03-28,2022-10-25,0.868,754.74,0,0.0,19.0,2
POL-102364,CUST-52788,Commercial,East,Broker,2023-07-09,2024-07-07,0.388,747.74,0,0.0,45.0,2
POL-102365,CUST-51291,Motor,West,Direct,2022-03-04,2022-11-18,0.319,327.84,0,0.0,53.0,0
POL-102366,CUST-52427,Liability,West,Agent,2022-09-04,2023-07-16,0.377,368.69,0,0.0,31.0,6
POL-102367,CUST-52951,Motor,North,Agent,2022-05-09,2023-02-03,0.838,525.23,0,0.0,67.0,14
POL-102368,CUST-52285,Home,North,Agent,2022-04-29,2022-11-11,0.935,761.3,0,0.0,47.0,3
POL-102369,CUST-51501,Motor,East,Agent,2022-05-09,2022-12-09,0.944,1114.73,0,0.0,21.0,6
POL-102370,CUST-51692,Home,South,Agent,2022-02-02,2022-12-20,0.474,336.25,0,0.0,36.0,19
POL-102371,CUST-50638,Motor,South,Direct,2023-08-24,2024-03-08,0.88,925.83,0,,40.0,3
POL-102372,CUST-50395,Commercial,East,Direct,2022-02-14,2022-12-01,0.652,996.66,0,0.0,30.0,19
POL-102373,CUST-52373,Home,West,Broker,2022-10-18,2023-06-19,0.867,465.32,0,0.0,71.0,10
POL-102374,CUST-51558,Motor,East,Online,2023-05-26,2024-01-29,0.661,752.01,0,0.0,38.0,14
POL-102375,CUST-52786,Commercial,Central,Online,2023-12-24,2024-12-15,0.359,615.21,0,0.0,46.0,6
POL-102376,CUST-52228,Liability,North,Agent,2023-09-16,2024-07-04,0.309,328.26,0,0.0,48.0,6
POL-102377,CUST-50787,Commercial,East,Broker,2022-04-11,2023-01-30,0.968,1652.68,0,0.0,30.0,7
POL-102378,CUST-52887,Commercial,East,Online,2023-12-23,2024-08-24,0.569,873.15,0,0.0,50.0,2
POL-102379,CUST-50020,Home,West,Agent,2023-04-23,2023-12-29,0.513,235.64,0,0.0,38.0,6
POL-102380,CUST-50286,Liability,East,Broker,2022-05-12,2023-03-15,0.517,588.9,0,0.0,18.0,17
POL-102381,CUST-51827,Home,Central,Online,2022-11-24,2023-05-30,0.534,232.97,0,0.0,41.0,0
POL-102382,CUST-51812,Liability,Central,Direct,2023-11-02,2024-06-13,0.959,802.83,0,0.0,51.0,11
POL-102383,CUST-52198,Commercial,West,Online,2022-10-14,2023-08-01,0.297,348.48,0,0.0,24.0,13
POL-102384,CUST-51941,Motor,South,Online,2022-05-15,2023-03-06,0.339,270.31,0,0.0,62.0,2
POL-102385,CUST-50782,Motor,South,Agent,2023-10-01,2024-04-15,0.842,956.05,1,2613.25,55.0,2
POL-102386,CUST-50445,Commercial,East,Direct,2023-11-27,2024-10-18,0.662,725.48,0,0.0,35.0,11
POL-102387,CUST-52890,Home,East,Online,2023-12-14,2024-09-19,0.346,203.83,0,0.0,51.0,4
POL-102388,CUST-51014,Home,North,Agent,2023-11-29,2024-07-10,0.276,210.77,0,0.0,35.0,19
POL-102389,CUST-50502,Liability,South,Agent,2023-09-30,2024-08-14,0.418,534.24,0,0.0,54.0,3
POL-102390,CUST-50207,Home,Central,Agent,2022-11-28,2023-11-27,0.446,336.05,0,0.0,26.0,2
POL-102391,CUST-52403,Motor,East,Direct,2022-05-21,2023-02-03,0.261,305.19,0,0.0,52.0,6
POL-102392,CUST-52534,Home,Central,Direct,2023-03-27,2023-11-14,0.412,303.24,0,0.0,21.0,6
POL-102393,CUST-52628,Motor,South,Online,2022-06-11,2023-02-01,0.804,834.68,0,0.0,18.0,3
POL-102394,CUST-52558,Home,Central,Agent,2022-12-12,2023-09-28,0.892,550.52,0,0.0,32.0,13
POL-102395,CUST-50512,Liability,Central,Direct,2023-04-24,2023-10-29,0.924,825.32,0,0.0,27.0,6
POL-102396,CUST-50043,Motor,South,Agent,2023-11-23,2024-08-18,0.542,471.44,0,0.0,45.0,10
POL-102397,CUST-51504,Commercial,West,Online,2022-07-31,2023-01-31,0.49,879.27,0,0.0,,4
POL-102398,CUST-51523,Commercial,Central,Broker,2022-07-03,2023-01-06,1.0,1675.02,0,0.0,31.0,1
POL-102399,CUST-50084,Motor,West,Direct,2023-06-21,2024-03-06,0.827,871.89,1,3152.04,23.0,1
POL-102400,CUST-52629,Commercial,Central,Agent,2022-01-05,2022-11-19,0.653,1078.76,0,0.0,68.0,1
POL-102401,CUST-51925,Commercial,North,Agent,2023-02-18,2024-01-28,0.441,775.76,0,0.0,59.0,17
POL-102402,CUST-52045,Home,North,Agent,2023-06-29,2024-01-11,0.491,246.27,0,0.0,30.0,5
POL-102403,CUST-51639,Motor,North,Online,2023-02-07,2023-09-20,0.637,501.69,0,0.0,24.0,6
POL-102404,CUST-52980,Motor,South,Agent,2022-10-08,2023-06-23,0.657,610.29,1,3411.5,66.0,11
